Wall time,Step,Value
1682887634.5322304,261,145.0
1682887637.2811024,262,155.0
1682887639.9786608,263,153.0
1682887642.4439225,264,142.0
1682887645.3934064,265,160.0
1682887650.624423,266,154.0
1682887653.7709417,267,157.0
1682887656.4549985,268,159.0
1682887658.9197278,269,145.0
1682887661.400766,270,126.0
1682887663.865306,271,146.0
1682887666.6637409,272,168.0
1682887669.4125369,273,165.0
1682887672.2606075,274,170.0
1682887675.0590057,275,167.0
1682887677.9744825,276,174.0
1682887680.6392558,277,156.0
1682887682.7547362,278,127.0
1682887685.4532163,279,162.0
1682887687.4856212,280,122.0
1682887702.6435995,281,147.0
1682887704.9260137,282,133.0
1682887707.6074078,283,155.0
1682887710.6224806,284,167.0
1682887713.204351,285,155.0
1682887715.9525611,286,165.0
1682887718.767846,287,169.0
1682887723.5319147,288,286.0
1682887726.230656,289,162.0
1682887728.9286063,290,162.0
1682887731.8439255,291,175.0
1682887734.4090095,292,154.0
1682887737.1742766,293,166.0
1682887740.3557696,294,190.0
1682887744.6534355,295,258.0
1682887748.3680286,296,218.0
1682887751.1516068,297,160.0
1682887755.0313218,298,182.0
1682887758.462216,299,205.0
1682887760.5608401,300,126.0
1682887776.519242,301,161.0
1682887778.651074,302,128.0
1682887781.2509212,303,155.0
1682887784.3985407,304,177.0
1682887786.6813903,305,134.0
1682887789.2132845,306,151.0
1682887792.326763,307,168.0
1682887795.12515,308,166.0
1682887798.2567823,309,188.0
1682887800.92224,310,159.0
1682887803.62044,311,162.0
1682887806.5366657,312,170.0
1682887811.7835083,313,293.0
1682887815.0480673,314,186.0
1682887818.1622953,315,169.0
1682887820.7110174,316,148.0
1682887822.7930453,317,121.0
1682887825.9085517,318,184.0
1682887829.2393644,319,199.0
1682887833.9742994,320,272.0
1682887850.893858,321,149.0
1682887853.0260713,322,128.0
1682887856.0250163,323,167.0
1682887859.15603,324,184.0
1682887862.0877585,325,176.0
1682887865.5524287,326,208.0
1682887868.7349339,327,190.0
1682887870.7838435,328,123.0
1682887873.9985654,329,192.0
1682887876.0467486,330,122.0
1682887880.6606662,331,277.0
1682887889.5890017,332,532.0
1682887892.0709102,333,149.0
1682887894.3192716,334,135.0
1682887897.7510984,335,206.0
1682887899.899903,336,129.0
1682887903.0647285,337,189.0
1682887905.3637724,338,137.0
1682887908.4117954,339,183.0
1682887910.5439546,340,128.0
1682887925.4858546,341,163.0
1682887929.1001897,342,217.0
1682887932.0985398,343,180.0
1682887935.1305053,344,182.0
1682887937.7791593,345,159.0
1682887940.0440302,346,136.0
1682887943.2090478,347,190.0
1682887946.956877,348,225.0
1682887949.455483,349,145.0
1682887951.8374953,350,143.0
1682887954.7858553,351,177.0
1682887957.9344969,352,188.0
1682887960.5169165,353,155.0
1682887965.1633112,354,265.0
1682887968.2978172,355,175.0
1682887970.960191,356,152.0
1682887975.8081229,357,288.0
1682887978.4735968,358,139.0
1682887981.7384129,359,185.0
1682887984.685787,360,177.0
1682888001.7758784,361,142.0
1682888004.208201,362,146.0
1682888006.889833,363,154.0
1682888010.6712441,364,215.0
1682888013.1864848,365,151.0
1682888015.636849,366,147.0
1682888018.083752,367,146.0
1682888022.364712,368,256.0
1682888023.0485845,369,41.0
1682888025.92913,370,172.0
1682888028.7777975,371,171.0
1682888031.9093294,372,188.0
1682888034.3413143,373,146.0
1682888036.7399235,374,144.0
1682888039.4551404,375,162.0
1682888042.0541923,376,155.0
1682888044.3857148,377,137.0
1682888046.7677214,378,143.0
1682888049.1996062,379,146.0
1682888052.2834117,380,171.0
1682888069.1728485,381,160.0
1682888071.937435,382,155.0
1682888074.4851904,383,152.0
1682888077.0340493,384,153.0
1682888079.6325266,385,156.0
1682888081.848092,386,133.0
1682888084.4133914,387,154.0
1682888087.9611442,388,187.0
1682888090.5765362,389,152.0
1682888093.3259287,390,153.0
1682888096.007259,391,160.0
1682888098.6885946,392,152.0
1682888101.3205185,393,158.0
1682888104.5520349,394,194.0
1682888106.9673455,395,145.0
1682888109.7324855,396,166.0
1682888112.0979,397,142.0
1682888115.8456676,398,225.0
1682888118.7774212,399,175.0
1682888121.3934543,400,150.0
1682888135.917359,401,157.0
1682888138.5172546,402,148.0
1682888142.6302593,403,155.0
1682888145.5624409,404,165.0
1682888148.2444959,405,160.0
1682888151.4784694,406,161.0
1682888154.390965,407,149.0
1682888157.5721805,408,161.0
1682888160.153677,409,154.0
1682888162.2893162,410,126.0
1682888164.7849498,411,146.0
1682888167.4502206,412,160.0
1682888169.8155267,413,141.0
1682888172.513939,414,152.0
1682888175.2976558,415,159.0
1682888177.677737,416,139.0
1682888179.9607182,417,131.0
1682888183.0583045,418,175.0
1682888185.074634,419,115.0
1682888188.3381667,420,184.0
1682888205.4122894,421,180.0
1682888208.7936018,422,203.0
1682888211.5425935,423,145.0
1682888214.0077798,424,142.0
1682888220.0541043,425,329.0
1682888222.4856715,426,134.0
1682888225.0688827,427,155.0
1682888228.0829382,428,170.0
1682888230.8324614,429,159.0
1682888233.2976072,430,128.0
1682888235.4954696,431,125.0
1682888237.7275426,432,133.0
1682888240.076202,433,141.0
1682888243.2578337,434,184.0
1682888246.1070297,435,164.0
1682888249.0878289,436,151.0
1682888252.0361955,437,172.0
1682888254.3193102,438,137.0
1682888257.0196624,439,161.0
1682888259.6988764,440,154.0
1682888275.5896761,441,155.0
1682888278.271242,442,161.0
1682888280.553578,443,137.0
1682888283.2517464,444,162.0
1682888285.6840472,445,145.0
1682888289.6324682,446,231.0
1682888292.2482078,447,155.0
1682888294.7789657,448,151.0
1682888297.3275232,449,153.0
1682888299.6941314,450,138.0
1682888301.8916452,451,130.0
1682888304.8233445,452,176.0
1682888307.555267,453,164.0
1682888309.8538423,454,137.0
1682888312.3857648,455,152.0
1682888315.0506356,456,160.0
1682888317.9326572,457,170.0
1682888320.8810208,458,177.0
1682888323.546186,459,160.0
1682888326.14555,460,151.0
1682888341.569437,461,185.0
1682888344.1348531,462,154.0
1682888346.3672469,463,134.0
1682888348.6654599,464,137.0
1682888350.8642373,465,132.0
1682888353.5300803,466,160.0
1682888356.6443415,467,186.0
1682888359.8758178,468,188.0
1682888362.8408728,469,176.0
1682888365.342088,470,144.0
1682888367.6048748,471,127.0
1682888369.8203206,472,133.0
1682888372.5687685,473,165.0
1682888374.8012302,474,134.0
1682888377.099445,475,138.0
1682888380.4155493,476,193.0
1682888382.5964859,477,127.0
1682888385.4614837,478,172.0
1682888388.9098444,479,207.0
1682888391.5087419,480,129.0
1682888405.3504,481,153.0
1682888407.9322927,482,155.0
1682888410.397602,483,148.0
1682888412.8961923,484,149.0
1682888415.7611735,485,163.0
1682888418.4596636,486,162.0
1682888421.4582756,487,164.0
1682888424.4070332,488,147.0
1682888427.0383887,489,157.0
1682888429.836672,490,163.0
1682888432.1021235,491,133.0
1682888434.4341505,492,140.0
1682888436.849743,493,134.0
1682888439.1480973,494,130.0
1682888440.6139455,495,84.0
1682888442.8142047,496,128.0
1682888446.2785628,497,173.0
1682888448.4118252,498,125.0
1682888451.8595116,499,195.0
1682888454.7902584,500,160.0
1682888468.16528,501,120.0
1682888470.8471544,502,150.0
