Wall time,Step,Value
1682943882.6620336,0,112.68489074707031
1682943919.420621,1,-54.63505172729492
1682943941.4525213,2,-7.866666793823242
1682943965.7600324,3,1.4797385931015015
1682944001.8482373,4,-13.95862102508545
1682944030.979761,5,-14.477591514587402
1682944060.3493097,6,41.21379470825195
1682944088.4533756,7,-7.551351547241211
1682944117.0859776,8,2.6345865726470947
1682944146.0938761,9,73.11654663085938
1682944176.4424932,10,38.336421966552734
1682944205.9174702,11,76.20740509033203
1682944236.4003437,12,-8.472726821899414
1682944255.1562088,13,-82.26996612548828
1682944281.4156935,14,-14.477591514587402
1682944307.0085318,15,53.0490837097168
1682944327.9083545,16,-56.021053314208984
1682944347.4816597,17,-48.06043243408203
1682944372.5032535,18,51.58145523071289
1682944399.0170395,19,39.56922912597656
1682944425.5731661,20,182.568115234375
1682944606.4162555,21,16.594118118286133
1682944632.6090717,22,0.7488818168640137
1682944658.666482,23,17.580488204956055
1682944683.9723597,24,50.83124923706055
1682944710.2072957,25,43.79999923706055
1682944750.711975,26,30.891502380371094
1682944778.7330356,27,46.005882263183594
1682944802.9336092,28,54.301856994628906
1682944827.2084773,29,27.81639289855957
1682944851.4315226,30,28.40264892578125
1682944875.9163904,31,38.106929779052734
1682944903.3376513,32,58.64374923706055
1682944944.9848526,33,13.168601036071777
1682944969.2420416,34,14.09616756439209
1682944993.5773802,35,63.28818893432617
1682945018.0812058,36,68.13774871826172
1682945042.766873,37,40.96494674682617
1682945067.7862647,38,44.271697998046875
1682945091.9405622,39,39.98644256591797
1682945119.120402,40,40.71780776977539
1682945248.1500483,41,55.061981201171875
1682945272.4706278,42,34.37377166748047
1682945296.8601089,43,51.5338134765625
1682945322.5233924,44,101.05806732177734
1682945349.0968485,45,112.12247467041016
1682945376.802254,46,12.424160957336426
1682945409.1547577,47,-40.90392303466797
1682945433.840234,48,-7.309215068817139
1682945458.1231172,49,-17.998680114746094
1682945483.4409473,50,-8.619355201721191
1682945508.3888147,51,-2.9868338108062744
1682945532.3406756,52,7.396491050720215
1682945556.5040507,53,11.007792472839355
1682945581.5811121,54,37.76551818847656
1682945611.1434388,55,24.77014923095703
1682945635.2583306,56,15.39498233795166
1682945659.5210345,57,0.14796237647533417
1682945683.8751361,58,19.546268463134766
1682945708.0115428,59,39.31282043457031
1682945732.1326032,60,28.40264892578125
1682945860.0552416,61,37.890907287597656
1682945878.0842266,62,-83.23165130615234
1682945892.2719436,63,35.4461555480957
1682945910.295135,64,-55.43243408203125
1682945934.2837346,65,7.261538505554199
1682945958.2866359,66,17.67218017578125
1682945982.336998,67,40.228572845458984
1682946007.5080934,68,61.39259338378906
1682946033.0417066,69,27.2192440032959
1682946053.2974398,70,-28.097402572631836
1682946072.2024133,71,-49.02830123901367
1682946096.159644,72,12.009876251220703
1682946120.178546,73,47.03129196166992
1682946144.2965612,74,95.19405364990234
1682946168.4497879,75,37.65245819091797
1682946191.5907586,76,-91.84510803222656
1682946215.42405,77,57.03529357910156
1682946239.4939291,78,37.29315185546875
1682946263.5133104,79,4.373122692108154
1682946280.4879851,80,-43.533084869384766
1682946329.4455888,81,-57.027645111083984
1682946347.967023,82,-58.68452072143555
1682946371.9188342,83,51.1529426574707
1682946396.0733678,84,15.466666221618652
1682946415.5119243,85,-58.233333587646484
1682946439.451914,86,27.99003028869629
1682946463.4011362,87,-2.4230215549468994
1682946487.4216177,88,-23.765056610107422
1682946512.0088708,89,-13.149458885192871
1682946536.0623324,90,47.74736785888672
1682946560.0996397,91,-1.6918033361434937
1682946584.2365282,92,50.072086334228516
1682946608.9420485,93,61.26575469970703
1682946624.8998692,94,-72.4483642578125
1682946641.5009208,95,-47.871429443359375
1682946661.50824,96,-52.83563995361328
1682946677.3070955,97,-88.6500015258789
1682946701.4201965,98,102.37400817871094
1682946725.275199,99,3.1642611026763916
1682946749.259978,100,33.41538619995117
1682946863.3973176,101,6.067080974578857
1682946887.568304,102,1.4086956977844238
1682946911.5859032,103,65.3250961303711
1682946935.787461,104,6.113432884216309
1682946959.8745613,105,-11.06577205657959
1682946984.046554,106,64.80000305175781
1682947008.0806692,107,55.75652313232422
1682947032.252285,108,36.4923095703125
1682947056.3545105,109,41.002166748046875
1682947080.5422528,110,67.52611541748047
1682947104.6970906,111,49.881080627441406
1682947128.8315344,112,37.64057922363281
1682947153.0016885,113,40.71780776977539
1682947177.1922588,114,66.20259857177734
1682947201.3904037,115,-10.115662574768066
1682947225.5115151,116,134.8899688720703
1682947249.7800834,117,50.83124923706055
1682947273.948763,118,43.26808547973633
1682947288.8466012,119,31.526798248291016
1682947312.9984834,120,43.71856689453125
1682947458.361731,121,74.25454711914062
1682947482.5154524,122,44.66206741333008
1682947506.7677753,123,34.42499923706055
1682947530.910349,124,9.939240455627441
1682947555.0309038,125,54.86557388305664
1682947579.1804662,126,20.8446102142334
1682947597.388524,127,-91.55397033691406
1682947620.639213,128,-46.45501708984375
1682947644.7638118,129,42.194496154785156
1682947668.8466506,130,23.1806640625
1682947692.948183,131,49.259769439697266
1682947717.0380342,132,35.00209045410156
1682947741.104909,133,77.64353942871094
1682947765.241905,134,32.77306365966797
1682947789.2943196,135,68.80000305175781
1682947813.281186,136,-2.8312056064605713
1682947837.3687003,137,-7.227397441864014
1682947861.637578,138,50.49934768676758
1682947885.7103195,139,112.90480041503906
1682947909.7980826,140,75.11228942871094
1682948020.0674443,141,62.87665557861328
1682948044.1872869,142,-0.4307692348957062
1682948068.3378386,143,66.591796875
1682948092.5107002,144,40.228572845458984
1682948116.6602054,145,82.51237487792969
1682948140.9662008,146,12.133333206176758
1682948165.21951,147,35.02516555786133
1682948179.0927954,148,37.5346565246582
1682948203.5059922,149,46.005882263183594
1682948218.8934999,150,-45.7734260559082
1682948232.6958003,151,17.635135650634766
1682948256.9338944,152,36.10769271850586
1682948281.0029685,153,63.536842346191406
1682948305.1903586,154,38.336421966552734
1682948329.3108368,155,35.67898178100586
1682948353.3277247,156,15.73140811920166
1682948377.366885,157,-12.091719627380371
