Training Episode,Accelerate (3),Straight (0),Brake (4),Left (1),Right (2)
474,0.366666675,0.058333334,0.008333334,0.183333337,0.383333325
475,0.191666663,0.125,0.058333334,0.091666669,0.533333361
476,0.474999994,0.125,0.037500001,0.162499994,0.200000003
477,0.322314054,0.23140496,0.024793388,0.140495867,0.280991733
478,0.03305785,0.082644626,0.024793388,0.561983466,0.297520667
479,0.05785124,0.024793388,0.03305785,0.512396693,0.371900827
480,0.155737698,0.032786883,0.016393442,0.540983617,0.254098356
481,0.131147534,0.590163946,0,0.188524589,0.090163931
482,0.385245889,0.040983606,0.032786883,0.106557377,0.434426218
483,0.377049178,0.024590164,0,0.270491809,0.327868849
484,0.048780486,0.024390243,0,0.731707335,0.195121944
485,0.414634138,0.024390243,0.008130081,0.34959349,0.203252032
486,0.75757575,0.060606062,0,0.030303031,0.151515156
487,0.694444418,0.027777778,0.027777778,0.083333336,0.166666672
488,0.370967746,0.120967738,0.120967738,0.096774191,0.290322572
489,0.064516127,0.411290318,0,0.024193548,0.5
490,0.306451619,0.419354826,0,0.024193548,0.25
491,0.766129017,0.016129032,0.008064516,0.120967738,0.088709675
492,0.632000029,0.016000001,0.008,0.079999998,0.263999999
493,1,0,0,0,0
494,0.676470578,0.05882353,0,0.029411765,0.235294119
495,0.583999991,0.056000002,0.024,0.048,0.287999988
496,0.722222209,0.079365082,0.007936508,0.063492067,0.126984134
497,0.56349206,0.015873017,0,0.333333343,0.08730159
498,0.814814806,0,0,0.09259259,0.09259259
499,0.269841284,0.126984134,0.007936508,0.174603179,0.420634925
500,0.14173229,0.165354326,0.007874016,0.669291317,0.015748031
501,0.314960629,0.149606302,0.062992126,0.267716527,0.204724416
502,0.529411793,0.382352948,0,0.073529415,0.014705882
503,0.244094491,0.346456707,0,0.377952754,0.031496063
504,0.1015625,0.015625,0.015625,0.6796875,0.1875
505,0.3125,0.03125,0.015625,0.234375,0.40625
506,0.390625,0.0234375,0,0.3203125,0.265625
507,0.5078125,0.0390625,0.0234375,0.234375,0.1953125
508,0.248062015,0.054263566,0.007751938,0.379844964,0.310077518
509,0.217054263,0.341085285,0.015503876,0.286821693,0.139534891
510,0.434108526,0.155038759,0.015503876,0.341085285,0.054263566
511,0.348837197,0.046511628,0.007751938,0.573643386,0.023255814
512,0.253846169,0.123076923,0.015384615,0.576923072,0.030769231
513,0.200000003,0.261538476,0.015384615,0.315384626,0.20769231
514,0.253846169,0.215384617,0,0.346153855,0.184615389
515,0.545454562,0.111111112,0,0.25252524,0.090909094
516,0.650793672,0.015873017,0.015873017,0.269841284,0.047619049
517,0.396946579,0.007633588,0,0.412213743,0.183206111
518,0.656488538,0.061068702,0.007633588,0.229007632,0.045801528
519,0.389312983,0.106870227,0.022900764,0.320610672,0.160305336
520,0.50757575,0.037878789,0.022727273,0.265151501,0.166666672
