Wall time,Step,Value
1682943882.6620336,0,0.03846153989434242
1682943919.4216187,1,0.02222222276031971
1682943941.4525213,2,0.23076923191547394
1682943965.7610285,3,0.3076923191547394
1682944001.8482373,4,0.48076921701431274
1682944030.979761,5,0.21153846383094788
1682944060.3493097,6,0.03846153989434242
1682944088.4543843,7,0.19230769574642181
1682944117.0859776,8,0.5384615659713745
1682944146.0948753,9,0.057692307978868484
1682944176.4424932,10,0.36538460850715637
1682944205.9184644,11,0.19230769574642181
1682944236.4003437,12,0.48076921701431274
1682944255.1562088,13,0.21875
1682944281.4156935,14,0.26923078298568726
1682944307.0085318,15,0.0
1682944327.9083545,16,0.02380952425301075
1682944347.4826655,17,0.02500000037252903
1682944372.5032535,18,0.03846153989434242
1682944399.0180428,19,0.01923076994717121
1682944425.5731661,20,0.0
1682944606.4172525,21,0.01923076994717121
1682944632.610069,22,0.0
1682944658.666482,23,0.0
1682944683.9733608,24,0.01923076994717121
1682944710.2083,25,0.07692307978868484
1682944750.711975,26,0.09615384787321091
1682944778.7330356,27,0.17307692766189575
1682944802.9336092,28,0.09615384787321091
1682944827.209475,29,0.13461539149284363
1682944851.4315226,30,0.09615384787321091
1682944875.9163904,31,0.07692307978868484
1682944903.3386648,32,0.03846153989434242
1682944944.9858174,33,0.03846153989434242
1682944969.2420416,34,0.26923078298568726
1682944993.5773802,35,0.21153846383094788
1682945018.0812058,36,0.0
1682945042.766873,37,0.0
1682945067.7862647,38,0.0
1682945091.9405622,39,0.03846153989434242
1682945119.121407,40,0.03846153989434242
1682945248.1500483,41,0.01923076994717121
1682945272.4706278,42,0.11538461595773697
1682945296.8601089,43,0.19230769574642181
1682945322.5233924,44,0.01923076994717121
1682945349.0968485,45,0.01923076994717121
1682945376.802254,46,0.17307692766189575
1682945409.1557631,47,0.17307692766189575
1682945433.8411996,48,0.42307692766189575
1682945458.1231172,49,0.5
1682945483.4419427,50,0.3076923191547394
1682945508.3888147,51,0.057692307978868484
1682945532.3406756,52,0.057692307978868484
1682945556.5040507,53,0.21153846383094788
1682945581.5811121,54,0.03846153989434242
1682945611.1434388,55,0.03846153989434242
1682945635.2583306,56,0.17307692766189575
1682945659.5210345,57,0.03846153989434242
1682945683.8751361,58,0.03846153989434242
1682945708.0115428,59,0.01923076994717121
1682945732.1326032,60,0.057692307978868484
1682945860.05624,61,0.17307692766189575
1682945878.0842266,62,0.12820513546466827
1682945892.2719436,63,0.0
1682945910.295135,64,0.25641027092933655
1682945934.2847288,65,0.1538461595773697
1682945958.2866359,66,0.03846153989434242
1682945982.336998,67,0.13461539149284363
1682946007.5090885,68,0.21153846383094788
1682946033.0417066,69,0.32692307233810425
1682946053.2974398,70,0.04651162773370743
1682946072.2033756,71,0.17073170840740204
1682946096.1606426,72,0.25
1682946120.179544,73,0.07692307978868484
1682946144.2965612,74,0.01923076994717121
1682946168.4497879,75,0.01923076994717121
1682946191.5907586,76,0.1599999964237213
1682946215.42405,77,0.03846153989434242
1682946239.4939291,78,0.3076923191547394
1682946263.5133104,79,0.26923078298568726
1682946280.4879851,80,0.10810811072587967
1682946329.4455888,81,0.0
1682946347.9680188,82,0.07500000298023224
1682946371.9188342,83,0.36538460850715637
1682946396.0733678,84,0.25
1682946415.5119243,85,0.095238097012043
1682946439.451914,86,0.03846153989434242
1682946463.4011362,87,0.01923076994717121
1682946487.4216177,88,0.03846153989434242
1682946512.0088708,89,0.01923076994717121
1682946536.0633316,90,0.057692307978868484
1682946560.0996397,91,0.01923076994717121
1682946584.2365282,92,0.25
1682946608.9430528,93,0.09615384787321091
1682946624.9008658,94,0.032258063554763794
1682946641.5018842,95,0.21212121844291687
1682946661.50824,96,0.0
1682946677.3070955,97,0.0882352963089943
1682946701.4201965,98,0.01923076994717121
1682946725.275199,99,0.07692307978868484
1682946749.259978,100,0.0
1682946863.3982801,101,0.0
1682946887.568304,102,0.03846153989434242
1682946911.5859032,103,0.057692307978868484
1682946935.787461,104,0.0
1682946959.8755229,105,0.09615384787321091
1682946984.046554,106,0.0
1682947008.0816684,107,0.01923076994717121
1682947032.252285,108,0.01923076994717121
1682947056.3545105,109,0.03846153989434242
1682947080.5432522,110,0.03846153989434242
1682947104.6970906,111,0.01923076994717121
1682947128.8315344,112,0.01923076994717121
1682947153.0016885,113,0.0
1682947177.1922588,114,0.057692307978868484
1682947201.3904037,115,0.17307692766189575
1682947225.5115151,116,0.01923076994717121
1682947249.7800834,117,0.0
1682947273.9497197,118,0.0
1682947288.8466012,119,0.0
1682947312.9984834,120,0.01923076994717121
1682947458.361731,121,0.0
1682947482.5154524,122,0.01923076994717121
1682947506.768775,123,0.01923076994717121
1682947530.910349,124,0.0
1682947555.0309038,125,0.03846153989434242
1682947579.1804662,126,0.057692307978868484
1682947597.388524,127,0.05128205195069313
1682947620.639213,128,0.0
1682947644.7638118,129,0.0
1682947668.8466506,130,0.01923076994717121
1682947692.948183,131,0.057692307978868484
1682947717.0390322,132,0.03846153989434242
1682947741.104909,133,0.01923076994717121
1682947765.241905,134,0.01923076994717121
1682947789.2943196,135,0.01923076994717121
1682947813.281186,136,0.01923076994717121
1682947837.3687003,137,0.01923076994717121
1682947861.6385767,138,0.01923076994717121
1682947885.7103195,139,0.057692307978868484
1682947909.7980826,140,0.057692307978868484
1682948020.0674443,141,0.03846153989434242
1682948044.1872869,142,0.03846153989434242
1682948068.3378386,143,0.0
1682948092.5117004,144,0.07692307978868484
1682948116.6611707,145,0.03846153989434242
1682948140.9662008,146,0.19230769574642181
1682948165.2205102,147,0.057692307978868484
1682948179.0937972,148,0.03333333507180214
1682948203.5059922,149,0.3461538553237915
1682948218.8934999,150,0.21212121844291687
1682948232.6967983,151,0.10000000149011612
1682948256.934892,152,0.557692289352417
1682948281.0029685,153,0.3076923191547394
1682948305.1903586,154,0.1538461595773697
1682948329.3117967,155,0.17307692766189575
1682948353.328686,156,0.0
1682948377.366885,157,0.01923076994717121
1682948401.6889832,158,0.01923076994717121
1682948417.4282954,159,0.20588235557079315
1682948434.4847736,160,0.13513512909412384
1682948484.7241848,161,0.07692307978868484
1682948508.8761163,162,0.26923078298568726
1682948525.5835469,163,0.1944444477558136
1682948549.702296,164,0.48076921701431274
1682948573.9068816,165,0.4423076808452606
1682948597.9585898,166,0.17307692766189575
1682948622.1145227,167,0.4038461446762085
1682948646.0837462,168,0.38461539149284363
1682948670.1678948,169,0.42307692766189575
1682948694.1926064,170,0.4038461446762085
